SYMBOL,RANGE
SOLARA,16.0
SOLARINDS,22.0
SOMANYCERA,6.650009
SOMATEX,0.049999952
SOMICONVEY,0.8500004
SONATSOFTW,9.199982
SORILINFRA,7.199997
SOTL,23.950012
SOUTHBANK,0.34999943
SOUTHWEST,2.6000004
SPAL,6.75
SPANDANA,24.049988
SPARC,10.399994
SPCENET,0.049999952
SPECIALITY,3.75
SPENCERS,6.75
SPENTEX,0.099999994
SPIC,1.4500008
SPICEJET,3.399994
SPLIL,3.4000015
SPMLINFRA,0.8500004
SPTL,0.100000024
SPYL,0.050000012
SREEL,4.399994
SREIBNPNCD,94.900024
SREIBNPNCD,49.919983
SREIBNPNCD,36.0
SREIBNPNCD,0.099975586
SREINFRA,1.0
SREINFRA,19.0
SREINFRA,82.0
SREINFRA,0.0
SREINFRA,27.200012
SRF,82.25
SRHHYPOLTD,9.400002
SRIPIPES,9.050003
SRTRANSFIN,78.29993
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,12.950012
SRTRANSFIN,0.0
SRTRANSFIN,1.0
SRTRANSFIN,8.0
SRTRANSFIN,29.0
SRTRANSFIN,0.0
SRTRANSFIN,21.0
SRTRANSFIN,0.049987793
SRTRANSFIN,13.700012
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,70.349976
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,41.29004
SRTRANSFIN,0.0
SRTRANSFIN,0.9500122
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,7.7000732
SSINFRA,0.0
SSWL,12.900024
STAMPEDE,0.049999982
STAN,2.6500015
STAR,37.0
STARCEMENT,2.699997
STARPAPER,4.649994
STCINDIA,1.9500008
STEELCITY,1.4500008
STEELXIND,0.35000038
STEL,2.4000015
STERTOOLS,9.149994
STINDIA,0.20000029
STRTECH,4.9000015
SUBCAPCITY,0.0
SUBEX,0.20000029
SUBROS,7.0
SUDARSCHEM,27.899994
SUJANAUNI,0.1
SUMEETINDS,0.100000024
SUMICHEM,5.25
SUMIT,0.19999886
SUMMITSEC,14.149994
SUNCLAYLTD,65.0
SUNDARAM,0.14999998
SUNDARMFIN,32.94995
SUNDARMHLD,2.0
SUNDRMBRAK,28.100006
SUNDRMFAST,20.399994
SUNFLAG,0.8500023
SUNPHARMA,13.450012
SUNTECK,7.450012
SUNTV,10.950012
SUPERHOUSE,4.25
SUPERSPIN,0.29999995
SUPPETRO,6.0
SUPRAJIT,6.75
SUPREMEENG,0.75
SUPREMEIND,42.75
SUPREMEINF,2.2000008
SURANASOL,0.5500002
SURANAT&P,0.29999995
SURANI,0.0
SURYALAXMI,1.6500015
SURYAROSNI,4.649994
SUTLEJTEX,1.0999985
SUVEN,0.0
SUZLON,0.099999905
SVLL,0.0
SWANENERGY,7.550003
SWARAJENG,48.400024
SWELECTES,5.75
SWSOLAR,8.75
SYMPHONY,41.299927
SYNCOM,0.0
SYNDIBANK,0.6499996
SYNGENE,6.3499756
TAINWALCHM,9.5
TAJGVK,5.300003
TAKE,4.949997
TALBROAUTO,7.25
TALWALKARS,0.1500001
TALWGYM,0.20000005
TANLA,3.6500015
TANTIACONS,0.100000024
TARMAT,2.1000004
TASTYBITE,535.0
TATACAPHSG,1.0
TATACAPHSG,1.1900024
TATACAPHSG,0.2999878
TATACAPHSG,0.0
TATACHEM,9.700012
TATACOFFEE,4.949997
TATACOMM,23.5
TATAELXSI,27.0
TATAGLOBAL,5.649994
TATAINVEST,55.799988
TATAMETALI,21.650024
TATAMOTORS,8.300003
TATAMTRDVR,3.75
TATAPOWER,2.5499992
TATASTEEL,3.25
TATASTEEL,13.050018
TATASTLBSL,0.8999996
TATASTLLP,21.0
TBZ,1.3499985
TCFSL,0.0
TCFSL,2.5
TCFSL,2.9499512
TCFSL,10.200073
TCFSL,0.0
TCFSL,8.48999
TCI,20.350006
TCIDEVELOP,23.549988
TCIEXP,38.799988
TCIFINANCE,0.34999943
TCNSBRANDS,25.0
TCPLPACK,11.049988
TCS,40.0
TDPOWERSYS,3.600006
TEAMLEASE,53.19995
TECHM,23.950012
TECHNOE,11.600006
TECHNOFAB,2.0499992
TEJASNET,4.5
TERASOFT,2.4500008
TEXINFRA,3.75
TEXMOPIPES,0.6499996
TEXRAIL,5.050003
TFCILTD,2.800003
TFL,0.0
TGBHOTELS,0.19999981
THANGAMAYL,16.100006
THEINVEST,6.949997
THEJO,10.0
THEMISMED,12.75
THERMAX,40.899902
THIRUSUGAR,0.0
THOMASCOOK,2.25
THYROCARE,23.849976
TI,1.3999996
TIDEWATER,60.450195
TIIL,26.850006
TIINDIA,24.0
TIJARIA,0.5999999
TIL,5.0
TIMESGTY,5.799999
TIMETECHNO,2.75
TIMKEN,45.900024
TINPLATE,4.75
TIPSINDLTD,7.0
TIRUMALCHM,4.6500015
TIRUPATIFL,0.0
TITAN,15.300049
TMRVL,0.5500002
TNPETRO,1.9000015
TNPL,7.5
TNTELE,0.0
TOKYOPLAST,3.75
TORNTPHARM,33.44995
TORNTPOWER,11.200012
TOTAL,0.0
TOUCHWOOD,3.4500046
TPLPLASTEH,11.299995
TRANSWIND,0.0
TREEHOUSE,0.4000001
TREJHARA,0.8500004
TRENT,16.100037
TRF,7.699997
TRIDENT,0.5999999
TRIGYN,5.549999
TRIL,0.9499998
TRITURBINE,1.5999985
TRIVENI,3.5
TTKHLTCARE,34.950012
TTKPRESTIG,292.0
TTL,4.450001
TTML,0.10000014
TV18BRDCST,0.80000114
TVSELECT,4.449997
TVSMOTOR,12.199982
TVSSRICHAK,59.75
TVTODAY,4.5
TVVISION,0.0
TWL,2.4000015
UBL,29.900024
UCALFUEL,6.850006
UCOBANK,0.35000038
UFLEX,7.100006
UFO,3.0
UGARSUGAR,0.4499998
UJAAS,0.0
UJJIVAN,7.8000183
UJJIVANSFB,2.1500015
ULTRACEMCO,124.3501
UMANGDAIRY,3.4500008
UMESLTD,0.0
UNICHEMLAB,5.600006
UNIENTER,4.75
UNIINFO,0.6499996
UNIONBANK,1.2999992
UNIPLY,0.6500006
UNITECH,0.0
UNITEDBNK,0.35000038
UNITEDTEA,7.049988
UNITY,0.0
UNIVCABLES,8.25
UPL,12.25
URAVI,0.8499985
URJA,0.05000007
USHAMART,0.6000004
UTIFEFRGR4,0.0
UTINEXT50,3.0
UTINIFTETF,13.290039
UTISENSETF,15.299988
UTISXN50,12.0
UTTAMSTL,0.4000001
UTTAMSUGAR,5.699997
UVSL,0.05
V2RETAIL,5.5
VADILALIND,22.25
VAIBHAVGBL,102.70001
VAISHALI,2.5999985
VAKRANGEE,2.8999977
VARDHACRLC,0.6500015
VARDMNPOLY,0.049999952
VARROC,20.450012
VASA,0.0
VASCONEQ,1.0999985
VASWANI,0.099999905
VBL,69.0
VCL,0.0
VEDL,3.5999908
VENKEYS,61.0
VENUSREM,0.94999886
VESUVIUS,28.949951
VETO,2.3499985
VGUARD,11.0
VHL,33.0
VICEROY,0.100000024
VIDEOIND,0.0
VIDHIING,2.699997
VIJIFIN,0.050000012
VIKASECO,0.1500001
VIKASMCORP,0.1500001
VIKASPROP,0.0
VIKASWSP,0.75
VIMALOIL,0.25
VIMTALABS,7.7000046
VINATIORGA,55.05005
VINDHYATEL,37.799988
VINYLINDIA,1.550003
VIPCLOTHNG,0.0
VIPIND,18.899994
VIPULLTD,1.0
VISAKAIND,9.399994
VISASTEEL,0.3000002
VISESHINFO,0.05
VISHAL,9.699997
VISHNU,3.800003
VISHWARAJ,3.149994
VIVIDHA,0.099999994
VIVIMEDLAB,0.6999998
VLSFINANCE,1.9000015
VMART,49.900024
VOLTAMP,45.25
VOLTAS,16.449951
VRLLOG,12.0
VSSL,7.7999954
VSTIND,124.0
VSTTILLERS,52.94995
VTL,59.950012
WABAG,6.5
WABCOINDIA,95.3999
WALCHANNAG,2.8499985
WANBURY,0.8999996
WATERBASE,6.5
WEBELSOLAR,1.3500004
WEIZFOREX,16.600006
WEIZMANIND,2.2000008
WELCORP,9.150009
WELENT,3.75
WELINV,4.0
WELSPUNIND,2.7999992
WENDT,136.0
WESTLIFE,19.899994
WHEELS,30.650024
WHIRLPOOL,47.19995
WILLAMAGOR,0.0
WINDMACHIN,1.3000011
WIPL,1.0999985
WIPRO,7.400009
WOCKPHARMA,15.149994
WONDERLA,4.949997
WSI,0.049999952
WSTCSTPAPR,5.199997
XCHANGING,2.3499985
XELPMOC,3.699997
XPROINDIA,4.25
YESBANK,2.2999992
ZEEL,8.5
ZEEL,0.05000019
ZEELEARN,1.25
ZEEMEDIA,0.2999997
ZENITHBIR,0.050000012
ZENITHEXPO,4.5
ZENSARTECH,3.1500092
ZENTEC,2.2000008
ZICOM,0.049999952
ZODIACLOTH,5.300003
ZODJRDMKJ,2.5500011
ZOTA,1.8999939
ZUARI,6.050003
ZUARIGLOB,3.75
ZYDUSWELL,50.0
20MICRONS,1.1499977
21STCENMGM,0.0
3IINFOTECH,0.099999905
3MINDIA,2251.9004
3PLAND,0.7000003
5PAISA,8.350006
63MOONS,4.699997
769GS2043,0.0
824GS2027,0.0
A2ZINFRA,1.0999999
AARON,5.0999985
AARTIDRUGS,18.0
AARTIIND,48.0
AARVEEDEN,1.0999994
AARVI,0.0
AAVAS,54.0
ABAN,0.95000076
ABB,54.0
ABBOTINDIA,159.90039
ABCAPITAL,4.5
ABFRL,7.599991
ABINFRA,0.0
ABSLBANETF,20.299988
ABSLFTSLRG,0.0
ABSLNN50ET,4.4000244
ABSLRIF6RG,0.0
ACC,52.0
ACCELYA,33.0
ACCURACY,0.049999237
ACE,1.9000015
ADANIENT,7.400009
ADANIGAS,5.300003
ADANIGREEN,12.599991
ADANIPORTS,13.299988
ADANIPOWER,2.7000008
ADANITRANS,15.549988
ADFFOODS,7.0500183
ADHUNIKIND,2.75
ADLABS,0.25000024
ADORWELD,6.399994
ADROITINFO,0.6000004
ADSL,2.1500015
ADVANIHOTR,6.800003
ADVENZYMES,5.0
AEGISCHEM,6.399994
AFFLE,69.900024
AGARIND,3.5
AGCNET,22.949997
AGRITECH,1.6499977
AGROPHOS,0.0
AHLADA,4.299999
AHLEAST,5.0
AHLUCONT,19.899994
AHLWEST,12.700012
AIAENG,82.75
AIONJSW,0.8000002
AIRAN,1.1499996
AJANTPHARM,34.0
AJMERA,5.0
AKASH,7.8499985
AKSHARCHEM,16.050003
AKSHOPTFBR,0.35000038
AKZOINDIA,61.650024
ALANKIT,0.95000076
ALBERTDAVD,27.899994
ALBK,0.95000076
ALCHEM,0.100000024
ALEMBICLTD,5.25
ALICON,13.700012
ALKALI,3.3499985
ALKEM,119.25
ALKYLAMINE,33.69995
ALLCARGO,4.0
ALLSEC,17.899994
ALMONDZ,0.8500004
ALPA,2.0500011
ALPHAGEO,11.699997
ALPSINDUS,0.099999905
AMARAJABAT,27.5
AMBER,135.0
AMBIKCO,11.650024
AMBUJACEM,8.25
AMDIND,1.5499992
AMJLAND,3.3500004
AMRUTANJAN,12.0
ANANTRAJ,2.0
ANDHRABANK,1.0500011
ANDHRACEMT,0.099999905
ANDHRSUGAR,10.600006
ANDPAPER,12.600006
ANIKINDS,0.5500002
ANKITMETAL,0.099999994
ANSALAPI,0.3499999
ANSALHSG,0.25
ANTGRAPHIC,0.049999952
ANUP,27.799988
APARINDS,12.75
APCL,11.0
APCOTEXIND,8.25
APEX,30.0
APLAPOLLO,78.69995
APLLTD,16.450012
APOLLO,5.0
APOLLOHOSP,42.80005
APOLLOPIPE,15.0
APOLLOTYRE,6.800003
APOLSINHOT,15.0
APTECHT,5.5
ARCHIDPLY,2.4500008
ARCHIES,0.45000076
ARCOTECH,0.100000024
ARENTERP,0.0
ARIES,2.199997
ARIHANT,1.0
ARIHANTSUP,1.3500004
ARMANFIN,20.0
AROGRANITE,2.3500023
ARROWGREEN,2.4000015
ARROWTEX,0.4499998
ARSHIYA,0.39999962
ARSSINFRA,1.1000004
ARTEMISMED,9.950012
ARVIND,2.1500015
ARVINDFASN,10.0
ARVSMART,5.800003
ASAHIINDIA,12.799988
ASAHISONG,9.899994
ASAL,1.2499981
ASCOM,0.0
ASHAPURMIN,1.9500008
ASHIANA,3.949997
ASHIMASYN,0.75
ASHOKA,3.4000015
ASHOKLEY,2.4000015
ASIANHOTNR,3.0
ASIANPAINT,35.30005
ASIANTILES,6.149994
ASPINWALL,9.899994
ASTEC,32.100006
ASTERDM,5.800003
ASTRAL,50.0
ASTRAMICRO,4.1500015
ASTRAZEN,119.0
ASTRON,1.800003
ATFL,39.950012
ATLANTA,0.3000002
ATLASCYCLE,2.75
ATUL,101.1499
ATULAUTO,9.25
AUBANK,33.900024
AURIONPRO,1.25
AUROPHARMA,9.899994
AUSOMENT,3.7000008
AUTOAXLES,44.950012
AUTOIND,0.8999996
AUTOLITIND,1.2999992
AVADHSUGAR,9.399994
AVANTIFEED,25.950012
AVG,2.25
AVTNPL,2.0499992
AXISBANK,12.049988
AXISCADES,3.7000008
AXISGOLD,48.0
AXISNIFTY,19.650024
AYMSYNTEX,2.8500023
BAGFILMS,0.100000024
BAJAJ-AUTO,89.94995
BAJAJCON,9.25
BAJAJELEC,10.899994
BAJAJFINSV,298.0
BAJAJHIND,0.25
BAJAJHLDNG,150.0
BAJFINANCE,86.30029
BALAJITELE,2.5499992
BALAMINES,46.899994
BALAXI,12.849998
BALKRISHNA,1.5499992
BALKRISIND,35.25
BALLARPUR,0.099999964
BALMLAWRIE,2.6500015
BALPHARMA,2.0
BALRAMCHIN,6.099991
BANARBEADS,3.5
BANARISUG,67.69995
BANCOINDIA,2.949997
BANDHANBNK,13.75
BANG,2.5500011
BANKBARODA,1.699997
BANKBEES,3.850006
BANKINDIA,3.7999954
BANSWRAS,7.449997
BARTRONICS,0.049999952
BASF,16.0
BASML,1.949997
BATAINDIA,45.150024
BAYERCROP,47.5
BBL,39.700012
BBTC,33.849976
BCG,0.0
BCONCEPTS,0.0
BCP,2.0
BDL,13.25
BEARDSELL,0.6499996
BEDMUTHA,0.14999962
BEL,9.099998
BEML,23.849976
BEPL,2.4000015
BERGEPAINT,17.0
BETA,1.3499985
BFINVEST,5.799988
BFUTILITIE,10.700012
BGLOBAL,0.100000024
BGRENERGY,1.800003
BHAGERIA,4.0
BHAGYANGR,2.0
BHAGYAPROP,0.45000076
BHANDARI,0.100000024
BHARATFORG,15.75
BHARATGEAR,4.3499985
BHARATRAS,88.299805
BHARATWIRE,1.1499996
BHARTIARTL,12.399994
BHEL,2.5499992
BIGBLOC,0.5
BIL,6.899994
BILENERGY,0.099999964
BINDALAGRO,1.0500002
BIOCON,8.100006
BIOFILCHEM,0.39999962
BIRLACABLE,2.6500015
BIRLACORPN,52.099976
BIRLAMONEY,1.5999985
BKMINDST,0.050000012
BLBLIMITED,0.3499999
BLISSGVS,5.349991
BLKASHYAP,0.15000057
BLS,1.9500046
BLUEBLENDS,0.0
BLUEDART,137.30005
BLUESTARCO,27.900024
BODALCHEM,1.800003
BOMDYEING,5.7999954
BOROSIL,6.899994
BOSCHLTD,510.0
BPCL,16.550018
BPL,1.0
BRFL,0.1500001
BRIGADE,19.449997
BRITANNIA,87.75
BRITANNIA,0.38000107
BRNL,2.449997
BROOKS,3.0499992
BSE,8.400024
BSHSL,0.5
BSL,1.0499992
BSLGOLDETF,88.0
BSLNIFTY,0.9700012
BSOFT,15.550003
BURNPUR,0.100000024
BUTTERFLY,32.399994
BYKE,1.3999996
CADILAHC,9.0
CALSOFT,0.75
CAMLINFINE,4.2999954
CANBK,4.950012
CANDC,0.20000005
CANFINHOME,11.649994
CANTABIL,11.600006
CAPACITE,4.25
CAPLIPOINT,11.75
CAPTRUST,6.599991
CARBORUNIV,9.700012
CAREERP,5.75
CARERATING,12.0
CASTEXTECH,0.099999994
CASTROLIND,5.649994
CCHHL,0.20000005
CCL,10.299988
CDSL,7.700012
CEATLTD,23.0
CEBBCO,0.8000002
CELEBRITY,0.3499999
CELESTIAL,0.20000005
CENTENKA,5.5
CENTEXT,0.14999986
CENTRALBK,1.7999992
CENTRUM,2.6000004
CENTUM,19.599976
CENTURYPLY,3.75
CENTURYTEX,43.600037
CERA,49.899902
CEREBRAINT,0.0
CESC,17.400024
CESCVENT,18.850006
CGCL,6.850006
CGPOWER,0.5
CHALET,9.950012
CHAMBLFERT,6.800003
CHEMBOND,15.449997
CHEMFAB,11.899994
CHENNPETRO,8.600006
CHOLAFIN,10.049988
CHOLAHLDNG,7.949951
CHROMATIC,0.0
CIGNITITEC,9.899994
CIMMCO,3.0
CINELINE,1.7999992
CINEVISTA,0.6500001
CIPLA,11.850006
CKFSL,0.050000012
CLEDUCATE,2.4000015
CLNINDIA,12.900024
CMICABLES,2.0499992
CMMIPL,0.0
CNOVAPETRO,0.0
COALINDIA,9.449997
COCHINSHIP,16.75
COFFEEDAY,3.1499977
COLPAL,70.55005
COMPINFO,1.1999998
COMPUSOFT,0.35000038
CONCOR,15.75
CONFIPET,1.0
CONSOFINVT,4.200001
CONTI,2.0999985
CONTROLPR,9.950012
CORALFINAC,0.5500002
CORDSCABLE,7.9000015
COROMANDEL,29.450012
CORPBANK,1.2999992
COSMOFILMS,5.350006
COUNCODOS,0.05000007
COX&KINGS,0.050000012
CPSEETF,1.0
CREATIVE,0.0
CREATIVEYE,0.0
CREDITACC,33.450012
CREST,9.400002
CRISIL,55.44995
CROMPTON,24.799988
CSBBANK,7.300003
CTE,1.25
CUB,5.550003
CUBEXTUB,1.6499996
CUMMINSIND,23.25
CUPID,8.5
CURATECH,0.0
CYBERTECH,2.1500015
CYIENT,10.549988
DAAWAT,1.3000011
DABUR,23.400024
DALBHARAT,24.049988
DALMIASUG,9.950005
DAMODARIND,1.8000011
DATAMATICS,3.050003
DBCORP,2.699997
DBL,12.299988
DBREALTY,0.6999998
DBSTOCKBRO,0.0
DCAL,4.8499985
DCBBANK,7.300003
DCI,0.25
DCM,1.8500004
DCMNVL,1.5
DCMSHRIRAM,11.75
DCW,0.40000057
DECCANCE,14.399994
DEEPAKFERT,4.2999954
DEEPAKNTR,21.450012
DEEPIND,3.9000015
DELTACORP,10.299988
DELTAMAGNT,2.9000015
DEN,1.75
DENORA,5.949997
DEVIT,0.05000305
DFMFOODS,18.399994
DGCONTENT,0.5
DHAMPURSUG,10.399994
DHANBANK,0.29999924
DHANUKA,54.650024
DHARSUGAR,0.39999962
DHFL,0.35000038
DHFL,0.009994507
DHFL,13.0
DHFL,20.0
DHFL,23.0
DHUNINV,15.5
DIAMONDYD,24.450012
DIAPOWER,0.049999952
DICIND,5.299988
DIGISPICE,0.25
DIGJAMLTD,0.050000012
DISHTV,0.6499996
DIVISLAB,36.0
DIXON,259.9502
DLF,8.499985
DLINKINDIA,5.4000015
DMART,84.05005
DNAMEDIA,0.099999994
DOLAT,2.4000015
DOLLAR,9.949997
DONEAR,0.95000076
DPABHUSHAN,0.0
DPSCLTD,0.6499996
DPWIRES,5.0
DQE,0.0
DREDGECORP,13.5
DRREDDY,89.75
DSML,0.0
DSSL,1.8500004
DTIL,6.549988
DUCON,0.4499998
DVL,2.3499985
DWARKESH,1.5499992
DYNAMATECH,41.150024
DYNPRO,9.649994
E2E,1.0
EASTSILK,0.100000024
EASUNREYRL,0.099999905
EBBETF0423,1.3499756
EBBETF0430,1.2399902
ECLERX,44.849976
ECLFINANCE,10.400024
ECLFINANCE,0.0
ECLFINANCE,7.950012
ECLFINANCE,0.0
ECLFINANCE,0.0
ECLFINANCE,10.0
ECLFINANCE,59.900024
ECLFINANCE,19.950012
ECLFINANCE,20.0
ECLFINANCE,0.0
ECLFINANCE,25.890015
ECLFINANCE,108.98999
ECLFINANCE,0.0
ECLFINANCE,55.0
ECLFINANCE,12.01001
ECLFINANCE,17.0
ECLFINANCE,0.0
EDELWEISS,3.25
EDL,0.20000005
EDUCOMP,0.100000024
EHFLNCD,0.0
EHFLNCD,10.0
EHFLNCD,45.099976
EICHERMOT,430.69922
EIDPARRY,8.900009
EIFFL,0.30000305
EIHAHOTELS,21.75
EIHOTEL,3.5
EIMCOELECO,16.75
EKC,1.4000015
ELECON,5.9000015
ELECTCAST,0.8500004
ELECTHERM,13.300003
ELGIEQUIP,8.299988
ELGIRUBCO,1.1999989
EMAMILTD,16.0
EMAMIPAP,0.0
EMAMIREAL,0.0
EMBASSY,6.75
EMCO,0.049999952
EMKAY,5.6500015
EMMBI,7.699997
EMOFSR1RDP,0.03999996
EMOFSR1RGG,0.07000065
ENDURANCE,38.5
ENERGYDEV,0.3000002
ENGINERSIN,5.9000015
ENIL,6.150009
EON,0.8000002
EQ30,0.0
EQUITAS,12.549995
ERFLNCDI,49.98999
ERFLNCDI,0.0
ERFLNCDI,100.0
ERFLNCDI,0.0
ERFLNCDI,0.0
ERIS,16.900024
EROSMEDIA,0.6999998
ESABINDIA,69.900024
ESCORTS,23.5
ESSARSHPNG,0.5999999
ESSELPACK,10.899994
ESTER,2.6499977
EUROCERA,0.100000024
EUROMULTI,0.100000024
EUROTEXIND,0.0
EVEREADY,3.1499977
EVERESTIND,15.549988
EXCEL,0.100000024
EXCELINDUS,53.0
EXIDEIND,5.699997
EXPLEOSOL,19.649994
FACT,1.0
FAIRCHEM,8.899994
FCL,0.70000076
FCONSUMER,1.5
FCSSOFT,0.049999997
FDC,14.949997
FEDERALBNK,3.0
FEL,0.8999996
FELDVR,1.0499992
FIEMIND,24.049988
FILATEX,1.0
FINCABLES,13.850006
FINEORG,76.19995
FINPIPE,12.25
FLEXITUFF,0.5
FLFL,10.5
FLUOROCHEM,16.0
FMGOETZE,11.5
FMNL,1.3500004
FORCEMOT,58.0
FORTIS,6.25
FOSECOIND,85.80005
FOURTHDIM,0.0
FRETAIL,9.399994
FSC,11.950012
FSL,2.4500008
GABRIEL,5.0999985
GAEL,9.100006
GAIL,5.0
GAL,0.099999905
GALAXYSURF,57.899902
GALLANTT,1.7999992
GALLISPAT,2.9000015
GAMMNINFRA,0.050000012
GANDHITUBE,10.899994
GANECOS,10.0
