SYMBOL,RANGE
GANESHHOUC,2.9000015
GANGESSECU,3.6499977
GANGOTRI,0.0
GARDENSILK,0.75
GARFIBRES,70.1499
GATI,1.0
GAYAHWS,0.050000012
GAYAPROJ,3.7999992
GDL,4.350006
GEECEE,2.100006
GEEKAYWIRE,0.0
GENESYS,1.6500015
GENUSPAPER,0.39999962
GENUSPOWER,0.79999924
GEOJITFSL,0.80000114
GEPIL,12.25
GESHIP,18.700012
GET&D,8.5
GFLLIMITED,8.899994
GHCL,6.300003
GICHSGFIN,2.75
GICRE,6.950012
GILLANDERS,2.1999989
GILLETTE,34.5
GINNIFILA,0.8000002
GIPCL,2.5999985
GKWLIMITED,4.0
GLAXO,39.0
GLENMARK,16.100006
GLFL,0.0
GLOBALVECT,4.6000023
GLOBOFFS,0.2999997
GLOBUSSPR,3.850006
GMBREW,11.800018
GMDCLTD,2.0
GMMPFAUDLR,89.6499
GMRINFRA,1.0500011
GNA,10.450012
GNFC,4.399994
GOACARBON,16.100006
GOCLCORP,13.950012
GODFRYPHLP,64.349976
GODHA,0.0
GODREJAGRO,13.900024
GODREJCP,14.899963
GODREJIND,15.399994
GODREJPROP,28.099976
GOENKA,0.050000012
GOKEX,3.4000015
GOKUL,0.6499996
GOKULAGRO,1.1000004
GOLDBEES,0.20000076
GOLDENTOBC,1.1000004
GOLDIAM,23.699997
GOLDSHARE,24.849854
GOLDSTAR,0.0
GOLDTECH,0.8000002
GOODLUCK,3.2000008
GPIL,11.649994
GPPL,2.899994
GPTINFRA,2.6500015
GRANULES,2.5
GRAPHITE,8.0
GRASIM,22.400024
GRAVITA,4.5999985
GREAVESCOT,3.9000092
GREENLAM,41.5
GREENPANEL,3.300003
GREENPLY,9.75
GREENPOWER,0.049999952
GRINDWELL,14.0
GROBTEA,9.950012
GRPLTD,89.0
GRSE,5.75
GSCLCEMENT,1.2000008
GSFC,4.0
GSKCONS,195.05078
GSPL,11.400009
GSS,3.9000015
GTL,0.100000024
GTLINFRA,0.049999982
GTNTEX,0.0
GTPL,2.3499985
GUFICBIO,3.8499985
GUJALKALI,19.350006
GUJAPOLLO,3.6500015
GUJGASLTD,8.699982
GUJRAFFIA,0.5500002
GULFOILLUB,7.049988
GULFPETRO,4.0
GULPOLY,3.0499992
GVKPIL,0.25
HAL,26.950012
HARITASEAT,39.649963
HARRMALAYA,3.4500008
HATHWAY,0.6499996
HATSUN,12.049988
HAVELLS,13.599976
HAVISHA,0.050000012
HBLPOWER,0.5999985
HCC,0.3000002
HCG,3.75
HCL-INSYS,0.1500001
HCLTECH,19.300049
HDFC,30.25
HDFCAMC,34.0
HDFCBANK,17.550049
HDFCLIFE,7.1500244
HDFCMFGETF,20.850098
HDFCNIFETF,14.560059
HDFCSENETF,109.0
HDIL,0.1500001
HEG,31.700073
HEIDELBERG,5.050003
HERCULES,3.5999985
HERITGFOOD,20.350006
HEROMOTOCO,29.849854
HESTERBIO,26.399902
HEXATRADEX,0.8500004
HEXAWARE,9.0
HFCL,0.25
HGINFRA,13.0
HGS,17.950012
HHOF1140RG,0.15999985
HIKAL,5.6500015
HIL,88.30005
HILTON,0.5
HIMATSEIDE,3.949997
HINDALCO,6.899994
HINDCOMPOS,12.0
HINDCOPPER,1.6000023
HINDMOTORS,0.099999905
HINDNATGLS,0.15000153
HINDOILEXP,2.5
HINDPETRO,10.799988
HINDSYNTEX,0.0
HINDUNILVR,48.19995
HINDZINC,3.050003
HIRECT,10.000015
HISARMETAL,3.9000015
HITECH,8.0
HITECHCORP,3.4000015
HITECHGEAR,6.899994
HLVLTD,0.25
HMT,0.75
HMVL,2.300003
HNDFDS,47.450012
HNGSNGBEES,29.700012
HONAUT,505.75
HONDAPOWER,37.849976
HOVS,2.8999977
HPIL,0.19999695
HPL,2.3500023
HSCL,3.25
HSIL,1.5499992
HTMEDIA,0.6000004
HUBTOWN,0.35000038
HUDCO,1.3999977
HUDCO,9.349976
HUDCO,0.0
HUDCO,2.9899902
HUDCO,39.0
HUDCO,17.880005
IBMFNIFTY,3.1500015
IBREALEST,3.3499985
IBUCCREDIT,0.0
IBUCCREDIT,0.0
IBUCCREDIT,30.900024
IBULHSGFIN,9.5
IBULHSGFIN,54.799988
IBULHSGFIN,0.0
IBULHSGFIN,15.0
IBULISL,7.25
IBVENTURES,2.449997
IBVENTURES,7.850006
ICEMAKE,0.0
ICFL,5.0
ICFL,27.900024
ICFL,0.0
ICFL,0.0
ICFL,0.0
ICICI500,0.9700012
ICICIB22,0.7599983
ICICIBANK,10.349976
ICICIBANKN,3.5
ICICIBANKP,2.300003
ICICIGI,24.0
ICICIGOLD,1.1899986
ICICILIQ,0.049987793
ICICILOVOL,4.699997
ICICIM150,2.5699997
ICICIMCAP,1.1200027
ICICINF100,1.2400055
ICICINIFTY,1.75
ICICINV20,2.2000008
ICICINXT50,0.42000008
ICICIPRULI,17.99997
ICICISENSX,11.0
ICIL,1.5499992
ICRA,44.899902
IDBI,0.80000305
IDBIGOLD,18.0
IDEA,0.3499999
IDFC,1.300003
IDFCFIRSTB,1.2000008
IDFCFIRSTB,47.049805
IDFCFIRSTB,149.0
IDFCFIRSTB,0.009765625
IDFCFIRSTB,0.0
IDFCFIRSTB,10.0
IDFCFIRSTB,0.0
IDFCFIRSTB,10.0
IDFNIFTYET,9.949997
IEX,14.850006
IFBAGRO,16.549988
IFBIND,33.25
IFCI,0.14999962
IFCI,7.0
IFCI,11.049988
IFCI,0.0
IFGLEXPOR,10.699997
IGARASHI,16.100006
IGL,15.7499695
IGPL,7.5
IIFCL,0.4000244
IIFL,8.300003
IIFLFIN,2.0
IIFLFIN,80.0
IIFLFIN,1.2000122
IIFLFIN,7.0
IIFLFIN,21.0
IIFLFIN,0.0
IIFLSEC,2.6499977
IIFLWAM,37.400024
IIHFL,1.0
IITL,0.5999985
IL&FSENGG,0.100000024
IL&FSTRANS,0.100000024
IMFA,8.849991
IMPAL,7.950012
IMPEXFERRO,0.050000012
INDBANK,0.79999924
INDHOTEL,4.75
INDIACEM,2.6500015
INDIAGLYCO,15.549988
INDIAMART,73.0
INDIANB,4.550003
INDIANCARD,7.949997
INDIANHUME,26.899994
INDIGO,55.94995
INDIGRID,0.33999634
INDLMETER,2.0
INDNIPPON,16.850006
INDOCO,12.25
INDORAMA,0.55000114
INDOSOLAR,0.100000024
INDOSTAR,16.950012
INDOTECH,1.949997
INDOTHAI,1.1499996
INDOWIND,0.19999981
INDRAMEDCO,1.050003
INDSWFTLAB,0.35000038
INDSWFTLTD,0.29999995
INDTERRAIN,2.5999985
INDUSINDBK,29.5
INEOSSTYRO,17.049988
INFIBEAM,2.2000008
INFOBEAN,6.6500015
INFRABEES,4.9599915
INFRATEL,10.100006
INFY,13.350037
INGERRAND,15.400024
INNOVANA,5.1500015
INNOVATIVE,0.0
INOXLEISUR,10.800018
INOXWIND,3.3499985
INSECTICID,23.849976
INSPIRISYS,3.0999985
INTEGRA,0.0
INTELLECT,3.350006
INTENTECH,1.2999992
INVENTURE,0.5
IOB,0.25
IOC,5.9500046
IOLCP,9.899994
IPCALAB,48.150024
IRB,7.9000015
IRBINVIT,0.54999924
IRCON,19.549988
IRCTC,88.94995
IREDA,0.0
IRFC,7.0
IRFC,3.0
IRFC,0.0
IRFC,7.0
IRFC,0.0
IRFC,1.8000488
IRFC,4.0
ISEC,18.299988
ISFT,8.700005
ISMTLTD,0.19999981
ITC,4.349991
ITDC,8.950012
ITDCEM,3.5
ITI,3.3499985
IVC,0.1500001
IVP,2.75
IVZINGOLD,0.0
IVZINNIFTY,25.900024
IZMO,1.3499985
J&KBANK,0.69999886
JAGRAN,2.6500015
JAGSNPHARM,1.75
JAIBALAJI,2.3999996
JAICORPLTD,4.550003
JAKHARIA,0.0
JALAN,0.0
JAMNAAUTO,2.2000008
JASH,5.849991
JAYAGROGN,6.0
JAYBARMARU,8.199997
JAYNECOIND,0.1500001
JAYSREETEA,2.6000023
JBCHEPHARM,13.950012
JBFIND,0.6500006
JBMA,8.599991
JCHAC,55.44995
JETAIRWAYS,0.0
JHS,1.1999998
JIKIND,0.050000012
JINDALPHOT,1.2999992
JINDALPOLY,13.75
JINDALSAW,4.6500015
JINDALSTEL,5.699997
JINDCOT,0.05000007
JINDRILL,8.449997
JINDWORLD,1.9500008
JISLDVREQS,0.5999999
JISLJALEQS,0.5500002
JITFINFRA,0.9000006
JIYAECO,1.0
JKCEMENT,28.0
JKIL,5.599991
JKLAKSHMI,13.899994
JKPAPER,3.449997
JKTYRE,3.75
JMA,2.9500008
JMCPROJECT,2.6500015
JMFINANCIL,5.2000046
JMTAUTOLTD,0.049999952
JOCIL,7.5999985
JPASSOCIAT,0.100000024
JPINFRATEC,0.049999952
JPOLYINVST,0.0
JPPOWER,0.049999952
JSL,3.1500015
JSLHISAR,4.399994
JSWENERGY,2.0000038
JSWHL,28.0
JSWSTEEL,9.899994
JSWSTEEL,0.049999952
JTEKTINDIA,4.800003
JUBILANT,39.700012
JUBLFOOD,83.80005
JUBLINDS,0.0
JUMPNET,2.5999985
JUNIORBEES,4.75
JUSTDIAL,28.600037
JVLAGRO,0.050000012
JYOTHYLAB,4.199997
KABRAEXTRU,3.9500046
KAJARIACER,12.099976
KAKATCEM,15.550003
KALPATPOWR,12.0
KALYANIFRG,8.399994
KAMATHOTEL,0.75
KAMDHENU,6.449997
KANANIIND,0.3000002
KANORICHEM,1.5
KANSAINER,23.100006
KARDA,1.1000061
KARMAENG,1.1999998
KARURVYSYA,2.2000008
KAUSHALYA,0.050000012
KAYA,34.80002
KCP,2.0999985
KCPSUGIND,1.1000004
KDDL,37.0
KEC,22.5
KECL,1.1500015
KEI,18.849976
KELLTONTEC,1.8999996
KENNAMET,35.900024
KERNEX,1.0
KESORAMIND,1.25
KEYFINSERV,0.10000229
KGL,0.099999994
KHADIM,8.149994
KHAITANLTD,0.29999924
KHFM,2.9499989
KICL,35.650024
KILITCH,3.5999985
KINGFA,15.0
KIOCL,4.050003
KIRIINDUS,16.899994
KIRLFER,2.199997
KIRLOSBROS,9.699997
KIRLOSENG,7.050003
KIRLOSIND,45.350037
KITEX,3.75
KKCL,25.0
KMSUGAR,0.35000038
KNRCON,12.399994
KOHINOOR,0.40000057
KOKUYOCMLN,3.75
KOLTEPATIL,9.399994
KOPRAN,1.75
KOTAKBANK,45.849976
KOTAKBKETF,6.299988
KOTAKGOLD,3.5499878
KOTAKNIFTY,1.550003
KOTAKNV20,2.0
KOTAKPSUBK,5.4900055
KOTARISUG,0.9499998
KOTHARIPET,1.1999989
KOTHARIPRO,3.050003
KPITTECH,3.9000015
KPRMILL,13.850037
KRBL,9.75
KREBSBIO,2.5
KRIDHANINF,0.20000005
KRISHANA,2.7000008
KSB,32.400024
KSCL,8.0
KSERASERA,0.050000004
KSK,0.100000024
KSL,8.949997
KTKBANK,1.949997
KUANTUM,20.099976
KWALITY,0.14999998
L&TFH,3.7999954
L&TFINANCE,0.0
L&TFINANCE,1.0
L&TFINANCE,0.0
L&TFINANCE,0.0
L&TINFRA,9.390015
L&TINFRA,1.0
L&TINFRA,0.0
L&TINFRA,20.0
L&TINFRA,6.9399414
L&TINFRA,33.0
LAKSHVILAS,0.29999924
LALPATHLAB,58.549927
LAMBODHARA,0.9000015
LAOPALA,7.050003
LASA,3.3000011
LAURUSLABS,44.950012
LAXMIMACH,113.0
LEMONTREE,1.7999992
LFIC,3.75
LGBBROSLTD,11.799988
LGBFORGE,0.25
LIBAS,4.299999
LIBERTSHOE,4.800003
LICHSGFIN,19.5
LICNETFGSC,0.8999996
LICNETFN50,5.939995
LICNETFSEN,28.799988
LICNFNHGP,3.6899948
LINCOLN,6.899994
LINCPEN,6.949997
LINDEINDIA,22.900024
LIQUIDBEES,0.42999268
LIQUIDETF,0.020019531
LOKESHMACH,4.1000023
LOTUSEYE,2.1499996
LOVABLE,2.3499985
LPDC,0.100000024
LSIL,0.050000012
LT,16.550049
LTI,40.849976
LTTS,46.849976
LUMAXIND,92.900024
LUMAXTECH,7.7000046
LUPIN,18.700012
LUXIND,54.849976
LYKALABS,1.1499996
LYPSAGEMS,0.5
M&M,11.700012
M&MFIN,12.850006
M&MFIN,0.0
M100,0.37999916
M15RG,0.049999714
M17RG,0.5499997
M50,1.8800049
MAANALU,4.3499985
MACPOWER,0.0
MADHAV,3.9500008
MADHUCON,0.19999981
MADRASFERT,0.8500004
MAGADSUGAR,9.949997
MAGMA,4.5
MAGNUM,0.0
MAHABANK,0.4499998
MAHAPEXLTD,4.0
MAHASTEEL,6.550003
MAHESHWARI,8.950012
MAHICKRA,0.0
MAHINDCIE,5.25
MAHLIFE,20.0
MAHLOG,14.0
MAHSCOOTER,68.950195
MAHSEAMLES,13.0
MAITHANALL,20.799988
MAJESCO,12.399994
MALUPAPER,2.3500023
MAN50ETF,3.75
MANAKALUCO,0.54999995
MANAKCOAT,0.25000024
MANAKSIA,1.1000023
MANAKSTEEL,1.0
MANALIPETC,0.75
MANAPPURAM,5.0
MANAV,0.0
MANGALAM,2.5
MANGCHEFER,0.8499985
MANGLMCEM,14.700012
MANGTIMBER,0.4499998
MANINDS,6.799999
MANINFRA,1.8499985
MANUGRAPH,1.0500002
MANXT50,96.92999
MARALOVER,1.3499994
MARATHON,4.800003
MARICO,28.149994
MARINE,2.75
MARKSANS,0.6499996
MARSHALL,0.0
MARUTI,168.4502
MASFIN,40.0
MASTEK,8.900024
MATRIMONY,8.049988
MAWANASUG,1.4500008
MAXINDIA,2.800003
MAXVIL,2.199997
MAYURUNIQ,8.949997
MAZDA,8.949982
MBAPL,3.550003
MBECL,0.3000002
MBLINFRA,0.20000005
MCDHOLDING,0.8999996
MCDOWELL-N,24.450012
MCL,2.5
MCLEODRUSS,0.3000002
MCX,62.19995
MDL,0.0
MEGASOFT,0.4500003
MEGH,3.7999992
MELSTAR,0.0
MENONBE,1.6000023
MEP,1.9000015
MERCATOR,0.0
METALFORGE,0.0
METKORE,0.0
METROPOLIS,40.44995
MFSL,13.850006
MGEL,0.0
MGL,72.349976
MHRIL,10.450012
MIC,0.100000024
MIDHANI,6.449997
MINDACORP,8.700005
MINDAIND,11.0
MINDTECK,1.4500008
MINDTREE,24.5
MIRCELECTR,1.0
MIRZAINT,1.7000008
MITTAL,0.0
MMFL,25.450012
MMP,7.0
MMTC,1.0
MOHITIND,0.0
MOHOTAIND,0.0
MOIL,8.0
MOLDTECH,1.9500008
MOLDTKPAC,9.200012
MONTECARLO,10.649994
MORARJEE,1.8500004
MOREPENLAB,0.35000038
MOTHERSUMI,9.150009
MOTILALOFS,28.899963
MOTOGENFIN,3.4000015
MPHASIS,21.950012
MPSLTD,47.149994
MRF,1281.7969
MRPL,2.5499992
MSPL,0.4000001
MSTCLTD,7.300003
MTEDUCARE,1.25
MTNL,0.25
MUKANDENGG,0.4499998
MUKANDLTD,2.1000004
MUKTAARTS,1.3500023
MUNJALAU,1.550003
MUNJALSHOW,1.7000046
MURUDCERA,1.1999989
MUTHOOTCAP,33.700012
MUTHOOTFIN,23.600037
N100,6.9000244
NABARD,11.839966
NACLIND,1.8999996
NAGAFERT,0.4000001
NAGREEKCAP,0.5999999
NAGREEKEXP,0.9499998
NAHARCAP,0.0
NAHARINDUS,1.2999992
NAHARPOLY,2.6500015
NAHARSPING,0.8999977
NAM-INDIA,13.0
NARMADA,0.0
NATCOPHARM,26.900024
NATHBIOGEN,12.600006
NATIONALUM,2.0
NATNLSTEEL,0.0
NAUKRI,109.94995
NAVINFLUOR,87.900024
NAVKARCORP,0.79999924
NAVNETEDUL,5.300003
NBCC,1.449997
NBIFIN,60.0
NBVENTURES,6.1500015
NCC,2.300003
NCLIND,5.0
NDGL,1.0
NDL,1.7999992
NDTV,2.1000004
NECCLTD,0.2999997
NECLIFE,1.0
NELCAST,3.0499992
NELCO,6.600006
NEOGEN,26.299988
NESCO,47.0
NESTLEIND,326.9502
NETF,1.2300034
NETFCONSUM,0.52000046
NETFDIVOPP,0.26000023
NETFLTGILT,0.059999466
NETFMID150,0.9000015
NETFNIF100,1.5100021
NETFNV20,1.0300026
NETWORK18,1.1000004
NEULANDLAB,41.950012
NEWGEN,12.0
NEXTMEDIA,0.6999998
NFL,0.75
NH,11.0
NHAI,1.7900391
NHAI,7.9000244
NHAI,3.0
NHAI,9.880005
NHAI,0.0
NHAI,0.0
NHAI,2.75
NHAI,216.80005
NHAI,1.8900146
NHBTF2014,90.0
NHPC,1.4499989
NHPC,28.0
NIACL,4.350006
NIBL,0.3000002
NIFTYBEES,1.5299911
NIITLTD,2.5499954
NIITTECH,110.54993
NILAINFRA,0.1500001
NILASPACES,0.049999952
NILKAMAL,33.75
NIPPOBATRY,13.649994
NITCO,0.70000076
NITINFIRE,0.099999994
NITINSPIN,1.6500015
NKIND,0.0
NLCINDIA,1.75
NMDC,6.100006
NOCIL,10.800003
NOIDATOLL,0.29999995
NPBET,0.91000366
NRAIL,11.800003
NRBBEARING,4.4000015
NSIL,29.0
NTL,0.099999994
NTPC,3.75
NTPC,0.0
NTPC,42.0
NTPC,0.17000008
NTPC,0.0
NTPC,0.0
NUCLEUS,12.950012
NXTDIGITAL,14.650024
OAL,9.149994
OBEROIRLTY,21.900024
OCCL,27.549988
OFSS,129.5
OIL,11.049995
OILCOUNTUB,0.25
OISL,0.20000005
OLECTRA,4.0
OMAXAUTO,11.700001
OMAXE,3.649994
OMKARCHEM,0.25
OMMETALS,1.2000008
ONELIFECAP,0.7500005
ONEPOINT,0.54999924
ONGC,9.25
ONMOBILE,0.6500015
ONWARDTEC,1.5000038
OPTIEMUS,2.2999992
OPTOCIRCUI,0.1500001
ORBTEXP,2.5999985
ORICONENT,0.70000076
ORIENTABRA,0.69999886
ORIENTALTL,0.3000002
ORIENTBANK,1.8500023
ORIENTBELL,6.199997
ORIENTCEM,5.0
ORIENTELEC,20.000015
ORIENTHOT,0.6000004
ORIENTLTD,0.34999847
ORIENTPPR,1.1500015
ORIENTREF,6.150009
ORISSAMINE,86.75
ORTEL,0.050000012
ORTINLABSS,0.34999943
OSIAHYPER,0.0
OSWALAGRO,0.8000002
PAEL,0.1500001
PAGEIND,617.8496
PAISALO,21.0
PALREDTEC,0.94999886
PANACEABIO,8.199997
PANACHE,3.0
PANAMAPET,3.2500038
PAPERPROD,5.100006
PARABDRUGS,0.0
PARACABLES,0.39999962
PARAGMILK,9.550003
PARSVNATH,0.099999905
PATELENG,0.79999924
PATINTLOG,1.1499996
PATSPINLTD,0.4000001
PCJEWELLER,0.5
PDMJEPAPER,1.1500015
PDPL,0.0
PDSMFL,9.950012
PEARLPOLY,0.0
PEL,87.0
PENIND,0.70000076
PENINLAND,0.5
PERSISTENT,27.0
PETRONENGG,0.5000005
PETRONET,7.75
PFC,5.449997
PFC,2.5100098
PFC,13.900024
PFIZER,135.5498
PFOCUS,7.299999
PFS,1.2000008
PGEL,4.5999985
PGHH,203.2002
PGHL,143.1997
PGIL,7.300003
PHILIPCARB,6.0
PHOENIXLTD,31.0
PIDILITIND,32.75
PIIND,67.0
PILANIINVS,31.300049
PILITA,0.25
PIONDIST,4.4500046
PIONEEREMB,2.1499977
PITTIENG,1.2999992
PKTEA,8.899994
PLASTIBLEN,6.849991
PNB,1.4000015
PNBGILTS,0.55000114
PNBHOUSING,16.75
PNC,1.25
PNCINFRA,5.899994
PODDARHOUS,15.0
PODDARMENT,10.350006
POKARNA,5.199997
POLYCAB,38.700012
POLYMED,26.399994
POLYPLEX,24.600037
PONNIERODE,14.800003
POWERGRID,10.399994
POWERMECH,38.849976
PPAP,9.199997
PPL,5.75
PRABHAT,2.0999985
PRADIP,0.0
PRAENG,0.3000002
PRAJIND,4.0999985
PRAKASH,4.700001
PRECAM,2.0
PRECOT,4.700001
PRECWIRE,8.5
PREMEXPLN,3.75
PREMIER,0.0
PREMIERPOL,1.5
PRESSMN,0.9000015
PRESTIGE,11.549988
PRICOLLTD,1.7000008
PRIMESECU,3.1500015
PRINCEPIPE,7.050003
PROSEED,0.050000012
PROZONINTU,0.54999924
PRSMJOHNSN,2.300003
PSB,1.0
PSL,0.050000012
PSPPROJECT,11.149994
PSUBNKBEES,1.7900009
PTC,2.1500015
PTL,0.9000015
PUNJABCHEM,48.80002
PUNJLLOYD,0.100000024
PURVA,4.649994
PUSHPREALM,0.0
PVR,46.450073
QGOLDHALF,6.199951
QNIFTY,6.0
QUESS,22.950012
QUICKHEAL,4.399994
RADICO,18.5
RADIOCITY,1.0
RAIN,4.449997
RAJESHEXPO,13.450012
RAJRAYON,0.05
RAJSREESUG,2.6999989
RAJTV,6.6500015
RAJVIR,0.0
RALLIS,11.550003
RAMANEWS,0.79999924
RAMASTEEL,3.8499985
RAMCOCEM,17.450012
RAMCOIND,2.800003
RAMCOSYS,7.649994
RAMKY,1.5000019
RANASUG,0.25
RANEENGINE,8.5
RANEHOLDIN,23.950012
RATNAMANI,16.300049
RAYMOND,18.849976
RBL,17.25
RBLBANK,11.149994
RCF,1.8500023
RCOM,0.050000012
RECLTD,6.949997
RECLTD,0.0
REDINGTON,4.6500015
REFEX,1.6499977
REGENCERAM,0.0
RELAXO,22.200012
RELCAPITAL,0.40000057
RELIANCE,46.05005
RELIGARE,1.3499985
RELINFRA,1.2999992
REMSONSIND,9.800003
RENUKA,0.3499999
REPCOHOME,8.299988
REPRO,15.849976
RESPONIND,1.3500061
REVATHI,24.0
RGL,21.700012
RHFL,0.0
RHFL,33.990005
RHFL,1.199997
RICOAUTO,1.5499992
RIIL,16.399994
RITES,11.449982
RKDL,0.25
RKFORGE,8.900024
RMCL,0.5
RMDRIP,0.0
RML,12.0
RNAVAL,0.0
ROHITFERRO,0.100000024
ROHLTD,2.300003
ROLLT,0.049999952
ROLTA,0.20000005
ROSSELLIND,1.949997
RPGLIFE,27.5
RPOWER,0.0
RPPINFRA,1.9000015
RPPL,0.0
RSSOFTWARE,1.8500004
RSWM,4.699997
RSYSTEMS,3.5999985
RTNINFRA,0.10000014
RTNPOWER,0.049999952
RUBYMILLS,13.05000